movie_id,country_id
1869716,5
1869716,1
499549,5
499549,1
2515034,5
2515034,12
2515034,1
2515034,0
1277953,5
981227,5
372784,5
372784,1
107207,39
107207,1
107207,5
1132449,5
1132449,1
1132449,0
1069238,25
2281587,5
3450650,5
31381,5
1863347,18
298845,39
298845,1
2140203,25
264464,5
264464,3
1899353,29
1899353,0
1899353,5
414993,5
414993,3
1386703,5
1386703,3
2179121,0
2179121,7
2404181,1
1740725,5
82694,16
3077214,1
1935302,1
116778,5
87800,5
271668,5
250468,5
250468,1
2165236,0
1877797,1
3472226,19
2274570,5
881891,5
1525835,25
1784538,5
1525830,43
1706414,18
808331,5
4257858,5
2675914,14
2675914,19
289992,5
289992,2
289992,1
2051886,5
2465140,5
1204975,5
1204977,5
1921070,1
318411,39
318411,1
1616195,5
3678782,15
3203616,5
53291,5
2278871,0
2278871,7
2278871,12
60450,0
60450,6
457433,5
2315200,0
2315200,7
1219289,5
805576,17
805576,2
805576,43
70735,5
805570,5
1430132,5
1430132,1
1430132,16
1430132,25
1038988,12
1340800,0
1340800,1
1340800,2
2103267,16
2103267,0
2103264,25
2103264,5
1840309,5
78748,5
78748,1
1850397,7
1850397,5
1260581,1
55614,5
1068242,5
1099212,5
1777034,1
2975578,5
2975578,0
1596753,5
63256,5
65772,0
2870708,5
120889,5
120889,9
3114132,12
45793,5
1911662,5
1390411,5
1390411,16
1390411,12
1390411,1
1390411,3
450259,2
450259,5
81505,5
81505,1
64757,1
64757,5
1226681,3
859163,5
859163,2
230600,5
230600,12
230600,0
230600,6
283832,0
283832,6
484740,5
2679042,5
2679042,2
2679042,54
2392326,1
2392326,0
1226753,5
1226753,1
1226753,48
1226753,52
765010,5
1446714,5
1446714,1
1502404,5
307987,5
307987,2
79501,16
1827487,44
1827487,65
113189,1
113189,5
1065073,5
86425,5
2131532,5
167926,0
61495,0
85995,5
2357377,32
85334,5
85334,3
397892,5
1155076,5
1155076,24
1316064,5
2034139,5
2034139,0
143145,1
143145,5
1743993,1
57058,0
3316960,5
3316960,0
122136,25
1986994,5
1821658,3
1821658,32
1821658,5
1661820,5
253474,0
253474,13
253474,2
253474,1
822854,5
2305051,5
55830,5
112697,5
1629757,5
2355540,5
1996310,2
1996310,16
1996310,1
449010,5
449010,1
449010,48
1722450,18
926762,7
292963,5
1728976,5
2996684,5
250258,2
780536,1
780536,5
1972571,1
1972571,5
1972571,2
1893256,1
1893256,5
53198,0
108052,5
1324999,5
133240,5
322589,5
367594,5
367594,1
367594,16
109506,5
265208,5
1756851,5
2614684,1
3713166,5
315327,5
3438354,6
1646971,5
1335975,5
66206,5
1329177,5
1264904,0
1264904,7
480249,5
1230165,15
2051879,5
1605717,1
1605717,39
1605717,5
1911658,5
286788,5
1853728,5
2101569,5
1712170,5
1712170,0
1313139,5
137363,5
2105044,5
2039393,5
259711,5
259711,12
111756,5
2106537,15
3417422,15
1657507,0
2120120,5
2120120,24
2120120,3
344554,5
1772341,5
86993,1
86993,5
37674,0
443543,5
443543,21
2294449,5
398286,5
59616,0
368909,56
3195644,3
3195644,5
58458,0
337563,5
339412,5
489270,5
489270,3
427327,5
427327,1
1206543,5
1206543,1
1559547,5
407265,5
95327,25
2243537,5
1883180,19
1883180,2
1883180,14
1883180,0
59037,5
132477,5
118749,5
1007029,1
1007029,0
983213,25
57598,5
101316,0
101316,1
101316,62
64519,1
2206082,31
139654,5
139654,16
2649128,18
84649,5
416449,5
393162,5
393162,2
2013293,25
388125,5
388125,2
388125,1
1059955,5
428803,0
4712818,44
274558,5
274558,1
1764651,5
2043933,5
1270291,5
2082155,66
2082155,5
2193215,5
2193215,1
2071491,3
119809,5
119809,0
221027,5
70355,5
118804,5
118804,39
423977,5
473753,0
1242618,5
1657299,1
70359,0
1294688,5
1294688,0
2980648,15
2980648,37
2980648,5
2109248,5
2109248,24
2179136,5
2739884,18
2739884,67
3138104,5
3322940,5
317219,5
99077,5
419294,0
419294,5
2113075,5
2481198,1
116583,5
458481,5
191043,20
1389137,5
60196,6
60196,12
60196,26
60196,5
900387,1
900387,0
900387,3
900387,7
68473,5
2218003,1
2218003,5
1921064,3
1921064,2
1921064,5
2177771,5
2177771,2
91867,1
1518809,5
3729920,5
99674,5
1731141,5
2078552,1
1720172,5
93640,5
2582846,5
2852406,57
1638355,5
1638355,1
1027718,5
1160996,3
1486185,5
1486185,3
1636826,5
190332,23
190332,11
190332,5
190332,24
99785,5
245712,35
1634136,5
97165,5
1319569,4
1319569,0
1319569,7
1761005,5
71615,5
1203517,5
1666801,5
1985981,15
86006,1
86006,5
86006,26
4372118,31
4372118,68
373883,5
373889,1
373889,5
765443,5
765443,1
765443,3
1980911,1
1587119,0
2325625,41
2325625,44
2112277,5
172156,5
376541,5
376541,1
1684233,1
1684233,5
2004420,5
864835,5
2325977,16
2325977,39
955308,5
955308,1
29843,5
2542368,31
82089,5
425379,43
1262990,5
2562232,5
1709143,1
1709143,39
435651,5
435651,53
435651,3
68699,5
79574,1
79574,0
79574,5
1457767,5
390521,5
41959,1
105793,5
918927,5
1549920,5
1499658,5
118556,5
1480656,3
1480656,0
1480656,69
1480656,6
2309021,5
2309021,0
1698641,5
3712088,0
112864,5
1727388,5
2304915,2
2304915,5
2304915,1
2304915,52
2085002,19
97239,5
101698,5
3672840,24
98253,35
98253,6
1327773,5
3107246,15
112461,5
112462,5
112462,1
2492916,5
2183034,5
2968804,3
2083379,3
1527186,43
1527186,19
1527186,0
1527186,2
3083008,1
3083008,0
497915,15
2473602,5
2473602,1
790804,5
477302,5
80179,11
2114461,5
41996,5
28950,0
33149,5
368222,5
2294629,5
1964418,5
1964418,12
2436452,1
1504320,1
1504320,5
1504320,16
1881024,5
81283,5
1232776,1
1232776,31
1216475,5
113824,25
1979283,50
425112,1
425112,0
425112,5
1964624,0
92068,0
1602620,0
1602620,2
1602620,41
1860355,5
1032751,9
1032751,32
139462,5
420223,5
1032755,1
1032755,5
1032755,0
2234003,39
2234003,1
70034,11
70034,5
944835,5
1954315,31
1954315,7
1954315,43
97742,1
97742,35
97742,5
494222,9
3442006,5
113497,5
2190367,33
1682246,5
3154964,1
1853739,5
1853739,1
405296,5
1605777,0
1605777,13
1605777,1
1626146,2
1626146,3
1626146,1
1626146,53
2191765,0
2191765,7
1847746,46
1847746,12
1847746,14
1847746,0
906108,5
2952602,24
2952602,11
83929,5
2481480,5
1142977,5
370477,31
1825784,5
2332579,63
2771372,5
2053463,5
436331,5
1837709,5
1127180,5
119116,0
66921,1
66921,5
401855,5
3622592,5
101410,5
101410,1
54215,5
473360,1
473360,12
473360,2
1734433,5
72684,1
72684,5
72684,39
4114744,44
2872718,5
382625,5
382625,34
382625,0
382625,1
1753496,25
1838722,1
430357,5
430357,2
430357,70
430357,71
94963,5
2486682,28
2486682,5
2486682,1
3532608,5
1568338,5
485947,7
485947,2
485947,3
485947,0
2333784,5
2333784,0
2333784,72
383574,5
1781922,5
1414382,5
112641,5
112641,0
120776,5
120777,5
1024715,5
1832382,20
1001508,5
1001508,2
1001508,31
1213663,1
1213663,5
1213663,25
1071875,5
1071875,37
3477734,31
2220642,5
183649,5
1276419,43
1276419,19
1276419,21
58331,5
1843866,5
117998,5
3033536,5
290334,3
290334,5
95953,5
95956,5
117571,5
3369806,5
3421514,0
3421514,7
1674047,5
2097307,5
452623,5
878804,5
1670345,0
1670345,5
105223,67
2780748,73
2780748,9
243655,5
107818,5
56592,5
870111,5
870111,1
870111,0
2027140,0
2027140,7
318627,2
318627,0
318627,1
318627,3
318627,5
73312,0
73312,5
1355683,5
1355683,1
2977672,16
110413,0
274497,6
274497,0
257360,5
129167,5
304141,1
304141,5
1182350,5
1182350,12
837562,5
73629,1
73629,5
2400275,4
2400275,0
416044,18
416044,2
416044,74
116483,5
1584016,5
27977,5
433035,5
433035,15
47478,25
3280264,25
117951,1
978764,5
978764,3
91877,5
1592525,0
1618442,5
1618442,24
1618442,3
1234719,5
2343601,5
3554418,15
458352,5
458352,0
99685,5
280030,5
280030,3
280030,16
1045655,5
783233,1
783233,0
783233,5
1763303,5
985699,5
985699,2
2536436,31
93437,5
1147684,5
1598778,5
1598778,37
1486192,5
1486192,12
1486192,48
1486192,75
1298650,5
1298650,1
1748227,5
116629,5
2267998,5
313737,5
313737,16
2345737,16
2345737,5
97904,0
1322269,5
1186788,5
84296,16
66769,5
1130884,5
238380,5
814255,1
814255,3
814255,5
120201,5
1242422,12
1242422,0
106469,5
242527,1
2272918,7
2272918,2
107034,5
450278,5
450278,2
450278,21
450278,76
450278,17
317740,5
317740,0
317740,1
2004432,16
830515,1
830515,5
427309,5
479997,5
2429292,19
3863552,15
55928,1
55928,5
134119,5
1226774,1
466893,5
2402157,5
2402157,1
1823672,5
1823672,35
2126403,1
1517260,5
1517260,4
435680,1
976051,5
976051,2
378194,5
884335,0
1194236,15
2586682,44
1754656,0
936501,0
1711425,5
2226417,5
2226417,3
2397535,16
804443,5
57076,1
57076,5
73486,5
3076658,5
1568921,25
79417,5
2359417,1
2315558,43
2315558,19
272152,5
272152,2
1023111,5
112471,5
112471,41
112471,4
1023114,5
1023114,37
1023114,13
113277,5
1663662,5
2594950,18
1041829,5
1753846,5
1753846,20
1753846,2
2331143,25
477585,20
477585,0
1356790,5
1971352,5
1121096,5
1121096,1
1121096,3
1121096,24
94608,3
94608,5
369610,5
1825157,1
3118706,77
3118706,0
3118706,78
384286,5
320691,1
320691,2
320691,48
320691,5
308644,5
308644,1
1450326,1
425123,5
1450321,1
1450321,2
1450321,19
1450321,7
1450321,5
1055292,5
2752200,0
80761,5
3086442,41
1343727,1
1343727,5
1343727,15
1343727,53
1195478,5
1195478,25
3007512,16
3007512,5
3007512,44
790724,5
408790,5
1164999,35
1164999,12
2167202,5
2167202,72
436697,1
436697,5
436697,0
436697,6
1230385,32
1230385,5
1230385,11
1412386,1
1412386,5
1412386,37
1591095,5
1591095,1
2024544,5
2024544,1
159365,5
159365,1
159365,40
159365,6
85154,5
1055369,5
445922,5
445922,1
1870425,5
1824254,5
2944198,3
1894476,1
1235124,1
1172998,5
1436562,5
3713030,5
1172570,1
1483013,5
964517,5
2180411,5
2180411,1
2180411,3
48261,5
207201,5
2024432,5
281358,5
66466,25
268380,5
418279,5
2224026,5
1196956,1
1196956,5
2080374,5
374546,32
374546,2
2258345,5
1152398,5
1275590,0
386588,5
1714915,2
1714915,1
1714915,0
1714915,50
4408178,20
2245084,5
2101341,5
247586,46
1007028,5
1294226,5
935075,5
2199571,5
2581244,5
38109,5
299658,5
299658,2
299658,3
844479,5
1291584,5
120749,5
61065,25
1291580,5
381707,5
2486678,5
1675434,0
1667310,5
1667310,0
499556,5
499556,3
363988,5
389557,31
389557,2
389557,1
389557,7
356680,5
183659,5
2017020,5
3390572,15
2333804,1
2333804,40
2333804,0
